,percentage,ticker,topic,Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
38,0.05259022116661072,ADMP,4,ADMP,Adamis Pharmaceuticals Corporation,2.81,132888716.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/admp
39,0.09737811237573624,ADMP,5,ADMP,Adamis Pharmaceuticals Corporation,2.81,132888716.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/admp
40,0.8434539437294006,ADMP,35,ADMP,Adamis Pharmaceuticals Corporation,2.81,132888716.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/admp
41,0.02883552759885788,ADMS,1,ADMS,"Adamas Pharmaceuticals, Inc.",9.3,254220456.9,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adms
42,0.05710858851671219,ADMS,4,ADMS,"Adamas Pharmaceuticals, Inc.",9.3,254220456.9,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adms
43,0.23410040140151978,ADMS,5,ADMS,"Adamas Pharmaceuticals, Inc.",9.3,254220456.9,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adms
44,0.042330052703619,ADMS,11,ADMS,"Adamas Pharmaceuticals, Inc.",9.3,254220456.9,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adms
45,0.6319196820259094,ADMS,33,ADMS,"Adamas Pharmaceuticals, Inc.",9.3,254220456.9,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adms
46,0.0264389980584383,AGIO,5,AGIO,"Agios Pharmaceuticals, Inc.",51.53,2997947174.0,,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agio
47,0.6537434458732605,AGIO,11,AGIO,"Agios Pharmaceuticals, Inc.",51.53,2997947174.0,,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agio
48,0.06352411955595016,AGIO,16,AGIO,"Agios Pharmaceuticals, Inc.",51.53,2997947174.0,,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agio
49,0.2536167800426483,AGIO,33,AGIO,"Agios Pharmaceuticals, Inc.",51.53,2997947174.0,,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agio
50,0.8311959505081177,AGN,4,AGN,Allergan plc.,148.23,49995896665.0,,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agn
51,0.02980010397732258,AGN,33,AGN,Allergan plc.,148.23,49995896665.0,,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agn
52,0.11490102112293243,AGN,41,AGN,Allergan plc.,148.23,49995896665.0,,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agn
53,0.06561406701803207,AIMT,5,AIMT,"Aimmune Therapeutics, Inc.",22.82,1414115168.0,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aimt
54,0.9180030226707458,AIMT,11,AIMT,"Aimmune Therapeutics, Inc.",22.82,1414115168.0,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aimt
55,0.9400966763496399,AIPT,27,AIPT,Precision Therapeutics Inc.,0.75,10568811.0,,,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/aipt
56,0.04041057825088501,AIPT,46,AIPT,Precision Therapeutics Inc.,0.75,10568811.0,,,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/aipt
57,0.4735642373561859,AKAO,5,AKAO,"Achaogen, Inc.",1.62,74714142.42,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akao
58,0.5130043029785156,AKAO,41,AKAO,"Achaogen, Inc.",1.62,74714142.42,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akao
59,0.01652377098798752,AKBA,5,AKBA,"Akebia Therapeutics, Inc.",7.63,435360650.7,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akba
60,0.01840157061815262,AKBA,6,AKBA,"Akebia Therapeutics, Inc.",7.63,435360650.7,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akba
61,0.12593679130077362,AKBA,11,AKBA,"Akebia Therapeutics, Inc.",7.63,435360650.7,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akba
62,0.7628998160362244,AKBA,13,AKBA,"Akebia Therapeutics, Inc.",7.63,435360650.7,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akba
63,0.07352146506309509,AKBA,28,AKBA,"Akebia Therapeutics, Inc.",7.63,435360650.7,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akba
64,0.9963823556900024,AL,39,AL,Air Lease Corporation,33.28,3691883587.0,,2011.0,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/al
65,0.06889864057302475,ALBO,5,ALBO,"Albireo Pharma, Inc.",23.5,281293308.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/albo
66,0.7696436643600464,ALBO,11,ALBO,"Albireo Pharma, Inc.",23.5,281293308.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/albo
67,0.15390607714653015,ALBO,33,ALBO,"Albireo Pharma, Inc.",23.5,281293308.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/albo
68,0.2805818021297455,ALDR,5,ALDR,"Alder BioPharmaceuticals, Inc.",11.11,759108670.4,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldr
69,0.3223523199558258,ALDR,8,ALDR,"Alder BioPharmaceuticals, Inc.",11.11,759108670.4,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldr
70,0.353792667388916,ALDR,11,ALDR,"Alder BioPharmaceuticals, Inc.",11.11,759108670.4,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldr
71,0.03369690477848053,ALDR,16,ALDR,"Alder BioPharmaceuticals, Inc.",11.11,759108670.4,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldr
72,0.026639459654688835,ALGN,4,ALGN,"Align Technology, Inc.",215.57,17242233012.0,,2001.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/algn
73,0.041062138974666595,ALGN,7,ALGN,"Align Technology, Inc.",215.57,17242233012.0,,2001.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/algn
74,0.05846261605620384,ALGN,8,ALGN,"Align Technology, Inc.",215.57,17242233012.0,,2001.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/algn
75,0.019350392743945122,ALGN,11,ALGN,"Align Technology, Inc.",215.57,17242233012.0,,2001.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/algn
76,0.08331398665904999,ALGN,15,ALGN,"Align Technology, Inc.",215.57,17242233012.0,,2001.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/algn
77,0.011401336640119553,ALGN,28,ALGN,"Align Technology, Inc.",215.57,17242233012.0,,2001.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/algn
78,0.5933153629302979,ALGN,32,ALGN,"Align Technology, Inc.",215.57,17242233012.0,,2001.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/algn
79,0.0317535325884819,ALGN,42,ALGN,"Align Technology, Inc.",215.57,17242233012.0,,2001.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/algn
80,0.12858638167381287,ALGN,46,ALGN,"Align Technology, Inc.",215.57,17242233012.0,,2001.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/algn
81,0.01630728878080845,ALIM,4,ALIM,"Alimera Sciences, Inc.",0.98,68677300.44,,2010.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alim
82,0.10491141676902771,ALIM,5,ALIM,"Alimera Sciences, Inc.",0.98,68677300.44,,2010.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alim
83,0.05479219928383827,ALIM,11,ALIM,"Alimera Sciences, Inc.",0.98,68677300.44,,2010.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alim
84,0.016435908153653145,ALIM,13,ALIM,"Alimera Sciences, Inc.",0.98,68677300.44,,2010.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alim
85,0.7840335369110107,ALIM,42,ALIM,"Alimera Sciences, Inc.",0.98,68677300.44,,2010.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alim
86,0.627476692199707,ALKS,4,ALKS,Alkermes plc,32.82,5099663069.0,,1991.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alks
87,0.21525293588638306,ALKS,5,ALKS,Alkermes plc,32.82,5099663069.0,,1991.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alks
88,0.11924618482589722,ALKS,11,ALKS,Alkermes plc,32.82,5099663069.0,,1991.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alks
89,0.02953573316335678,ALKS,33,ALKS,Alkermes plc,32.82,5099663069.0,,1991.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alks
90,0.5151954293251038,ALNA,5,ALNA,"Allena Pharmaceuticals, Inc.",7.52,156124592.5,,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/alna
91,0.47301727533340454,ALNA,11,ALNA,"Allena Pharmaceuticals, Inc.",7.52,156124592.5,,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/alna
92,0.03214891254901886,ALPN,1,ALPN,"Alpine Immune Sciences, Inc.",4.8,66491827.2,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alpn
93,0.07901259511709213,ALPN,5,ALPN,"Alpine Immune Sciences, Inc.",4.8,66491827.2,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alpn
94,0.28672879934310913,ALPN,11,ALPN,"Alpine Immune Sciences, Inc.",4.8,66491827.2,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alpn
95,0.5288004875183105,ALPN,16,ALPN,"Alpine Immune Sciences, Inc.",4.8,66491827.2,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alpn
96,0.021725470200181007,ALPN,32,ALPN,"Alpine Immune Sciences, Inc.",4.8,66491827.2,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alpn
97,0.03766346722841263,ALPN,41,ALPN,"Alpine Immune Sciences, Inc.",4.8,66491827.2,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alpn
98,0.08109404146671295,ALQA,1,ALQA,"Alliqua BioMedical, Inc.",2.69,13464014.9,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/alqa
99,0.01725883223116398,ALQA,4,ALQA,"Alliqua BioMedical, Inc.",2.69,13464014.9,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/alqa
100,0.03695087879896164,ALQA,5,ALQA,"Alliqua BioMedical, Inc.",2.69,13464014.9,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/alqa
101,0.3343822658061981,ALQA,7,ALQA,"Alliqua BioMedical, Inc.",2.69,13464014.9,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/alqa
102,0.04054025188088417,ALQA,23,ALQA,"Alliqua BioMedical, Inc.",2.69,13464014.9,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/alqa
103,0.03530285134911537,ALQA,28,ALQA,"Alliqua BioMedical, Inc.",2.69,13464014.9,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/alqa
104,0.07415484637022018,ALQA,41,ALQA,"Alliqua BioMedical, Inc.",2.69,13464014.9,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/alqa
105,0.3704851269721985,ALQA,46,ALQA,"Alliqua BioMedical, Inc.",2.69,13464014.9,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/alqa
106,0.015036708675324917,ALRN,5,ALRN,"Aileron Therapeutics, Inc.",1.2,17698170.0,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alrn
107,0.8363731503486633,ALRN,11,ALRN,"Aileron Therapeutics, Inc.",1.2,17698170.0,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alrn
108,0.012151803821325302,ALRN,23,ALRN,"Aileron Therapeutics, Inc.",1.2,17698170.0,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alrn
109,0.13079261779785156,ALRN,28,ALRN,"Aileron Therapeutics, Inc.",1.2,17698170.0,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alrn
110,0.017154769971966743,ALT,1,ALT,"Altimmune, Inc.",2.15,18823809.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alt
111,0.21540969610214233,ALT,5,ALT,"Altimmune, Inc.",2.15,18823809.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alt
112,0.1173899844288826,ALT,10,ALT,"Altimmune, Inc.",2.15,18823809.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alt
113,0.4496130049228668,ALT,11,ALT,"Altimmune, Inc.",2.15,18823809.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alt
114,0.18497928977012634,ALT,31,ALT,"Altimmune, Inc.",2.15,18823809.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alt
115,0.05189795792102814,AMAG,1,AMAG,"AMAG Pharmaceuticals, Inc.",16.8,580199071.2,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amag
116,0.012990973889827728,AMAG,33,AMAG,"AMAG Pharmaceuticals, Inc.",16.8,580199071.2,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amag
117,0.010101912543177605,AMAG,35,AMAG,"AMAG Pharmaceuticals, Inc.",16.8,580199071.2,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amag
118,0.8947210907936096,AMAG,41,AMAG,"AMAG Pharmaceuticals, Inc.",16.8,580199071.2,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amag
119,0.015607086941599846,AMD,7,AMD,"Advanced Micro Devices, Inc.",19.9,19888203598.0,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/amd
120,0.014529271982610226,AMD,27,AMD,"Advanced Micro Devices, Inc.",19.9,19888203598.0,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/amd
121,0.9682791233062744,AMD,32,AMD,"Advanced Micro Devices, Inc.",19.9,19888203598.0,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/amd
122,0.8697748780250549,AMED,1,AMED,Amedisys Inc,124.24,3961839540.0,,,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/amed
123,0.10457058995962143,AMED,6,AMED,Amedisys Inc,124.24,3961839540.0,,,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/amed
124,0.013275353237986565,AMED,32,AMED,Amedisys Inc,124.24,3961839540.0,,,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/amed
125,0.012049480341374874,AMED,47,AMED,Amedisys Inc,124.24,3961839540.0,,,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/amed
126,0.11449525505304337,AMGN,4,AMGN,Amgen Inc.,192.07,122391000000.0,,1983.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/amgn
127,0.041048623621463776,AMGN,7,AMGN,Amgen Inc.,192.07,122391000000.0,,1983.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/amgn
128,0.335923969745636,AMGN,11,AMGN,Amgen Inc.,192.07,122391000000.0,,1983.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/amgn
129,0.018824847415089607,AMGN,13,AMGN,Amgen Inc.,192.07,122391000000.0,,1983.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/amgn
130,0.018179992213845253,AMGN,16,AMGN,Amgen Inc.,192.07,122391000000.0,,1983.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/amgn
131,0.37243425846099854,AMGN,21,AMGN,Amgen Inc.,192.07,122391000000.0,,1983.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/amgn
132,0.012332913465797901,AMGN,33,AMGN,Amgen Inc.,192.07,122391000000.0,,1983.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/amgn
133,0.05441445857286453,AMGN,41,AMGN,Amgen Inc.,192.07,122391000000.0,,1983.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/amgn
134,0.012687675654888153,AMGN,44,AMGN,Amgen Inc.,192.07,122391000000.0,,1983.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/amgn
135,0.9627101421356201,AMSWA,32,AMSWA,"American Software, Inc.",9.94,307708912.1,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/amswa
136,0.031004512682557106,AMSWA,47,AMSWA,"American Software, Inc.",9.94,307708912.1,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/amswa
137,0.5001641511917114,ANET,7,ANET,"Arista Networks, Inc.",220.41,16624931193.0,,2014.0,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/anet
138,0.06431300938129425,ANET,27,ANET,"Arista Networks, Inc.",220.41,16624931193.0,,2014.0,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/anet
139,0.21047928929328918,ANET,32,ANET,"Arista Networks, Inc.",220.41,16624931193.0,,2014.0,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/anet
140,0.22302302718162537,ANET,47,ANET,"Arista Networks, Inc.",220.41,16624931193.0,,2014.0,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/anet
141,0.015007173642516136,ANGO,1,ANGO,"AngioDynamics, Inc.",20.99,779182971.7,,2004.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ango
142,0.3446376621723175,ANGO,4,ANGO,"AngioDynamics, Inc.",20.99,779182971.7,,2004.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ango
143,0.058189310133457184,ANGO,7,ANGO,"AngioDynamics, Inc.",20.99,779182971.7,,2004.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ango
144,0.03763557970523834,ANGO,32,ANGO,"AngioDynamics, Inc.",20.99,779182971.7,,2004.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ango
145,0.5345711708068848,ANGO,46,ANGO,"AngioDynamics, Inc.",20.99,779182971.7,,2004.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ango
146,0.05276099964976311,ANIK,4,ANIK,Anika Therapeutics Inc.,30.23,429612345.1,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/anik
147,0.09535007923841476,ANIK,5,ANIK,Anika Therapeutics Inc.,30.23,429612345.1,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/anik
148,0.1437138170003891,ANIK,7,ANIK,Anika Therapeutics Inc.,30.23,429612345.1,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/anik
149,0.017706992104649544,ANIK,11,ANIK,Anika Therapeutics Inc.,30.23,429612345.1,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/anik
150,0.016139164566993713,ANIK,35,ANIK,Anika Therapeutics Inc.,30.23,429612345.1,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/anik
151,0.2956139147281647,ANIK,41,ANIK,Anika Therapeutics Inc.,30.23,429612345.1,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/anik
152,0.02469133958220482,ANIK,42,ANIK,Anika Therapeutics Inc.,30.23,429612345.1,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/anik
153,0.042616695165634155,ANIK,44,ANIK,Anika Therapeutics Inc.,30.23,429612345.1,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/anik
154,0.2999509274959564,ANIK,46,ANIK,Anika Therapeutics Inc.,30.23,429612345.1,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/anik
155,0.9996153712272644,ANTM,14,ANTM,"Anthem, Inc.",275.58,71276588540.0,,,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/antm
